Date,ABEV3.SA,BBAS3.SA,BBDC4.SA,BBSE3.SA,BPAC11.SA,BRKM5.SA,CMIG4.SA,CSAN3.SA,CSNA3.SA,ENEV3.SA,EQTL3.SA,GGBR4.SA,ITUB4.SA,KLBN11.SA,LREN3.SA,PETR4.SA,PRIO3.SA,RADL3.SA,RAIL3.SA,RENT3.SA,SBSP3.SA,SUZB3.SA,TOTS3.SA,UGPA3.SA,VALE3.SA,VIVT3.SA,WEGE3.SA
2021-01-05,0.021093776086420397,-0.01042938897787931,-0.006115913379865667,-0.018891133702597884,-0.007548839221576189,0.0004281645553613203,0.0,0.0031501216247538546,0.017982047602346524,0.007012019828795461,0.0021953684000083325,0.023905444913456208,-0.006492912377217338,-0.006933794293302443,-0.00976052424938776,0.03834239338553336,-0.013594683794808413,-0.002800665163881147,0.007802620193313811,-0.005918912238910924,-0.0023523468597829848,-0.004593920006907988,-0.004693895645972567,-0.008326339426480296,0.016697778384250874,-0.00852562187700887,0.05956770268762441
2021-01-06,0.020038204600555647,0.022592375183276846,0.03260564798441417,-0.016431064878932377,-0.0327899013381505,0.03821578750928975,0.020301844241206242,-0.0023931567880109087,0.04138506570367084,-0.052656601001962275,-0.021725524038948268,0.04687779655840854,0.028894551650624305,0.018763767352284313,-0.051545250094259074,0.0019950767499152225,-0.011448928054887621,-0.023511218607633073,-0.006237008660054457,-0.059308421295435614,-0.004958216031912921,-0.018415369297197375,-0.04857308719795803,-0.01219771211029824,0.03226941597479565,-0.011259571211274959,0.026169478830357015
2021-01-07,-0.004972033618054842,0.038917457360313365,0.026202192780066188,0.02092861220732345,0.006317766734515442,0.024421347619881288,-0.011150040990158002,0.038225965604316924,0.060722084425056985,-0.0006698077060485189,-0.021749859126886397,0.05532811877069804,0.03818541276772314,0.05174853999792065,0.02610463267886405,0.02946199215782694,0.014696127575071195,-0.012796830767241267,0.023190719755494364,0.046312571486364806,-0.0007102668451230603,0.0820049532672234,-0.002662921555903766,0.030014702717863277,0.06323623335442939,-0.025636518424138242,0.04049734791926615
2021-01-08,0.02946808993279208,0.005797243003453797,-0.008657904722784535,0.030593838927926553,0.031185017225418974,-0.007264068491301113,0.06642012419572027,-0.0017007764746354943,0.005951496976259423,0.04551446502675567,0.03067441597125959,-0.015006825565645521,-0.0003047676512959023,0.03989920570310571,0.056067309052235136,0.003863617647715738,0.0056573338101840055,0.02866689102916027,0.0186733000513255,0.06532750270225228,0.032621766692486856,0.004630019219902794,0.06453839396154232,0.025543416221332414,-0.0031322749256490986,0.025858460745654586,0.058718958122900976
2021-01-11,-0.026357765563140834,-0.016470758272716594,-0.017913272717285735,-0.020975096960816588,-0.023713661601714706,0.01646963637666364,-0.035372573705869846,-0.0167967593010372,-0.022173682684505508,-0.0012811983762979287,-0.020193537358415684,-0.027876747153957257,-0.022805082372684603,0.020894842732803447,-0.039035256646781064,-0.008389832733987265,0.04465612349339238,-0.005262085315384124,-0.017654904576693442,-0.01962810840573838,-0.04861814205336716,-0.023693615934801234,-0.001787221059110165,-0.047969590843739425,-0.00019602455915912237,-0.011385252667836816,-0.031109489036092376
2021-01-12,0.04255972055926763,0.009155695009140966,-0.0007381354820355442,0.006474740582893924,0.008848665173781254,0.00039831838722217304,-0.00408413239012088,0.024909641960724666,0.004474198219161229,0.04251285679436147,0.0,-0.027948854064284313,0.0031121090206302346,0.006420104631452897,0.01079810203776287,-0.007480983497229658,-0.017493125690315758,0.017699604861566402,0.051573179080318554,0.020754206331090857,0.0033637751594751365,-0.001305704546488207,0.025433982231628436,-0.007165622343904109,-0.02773944074739267,-0.0008987052480712965,0.0343344798002088
2021-01-13,-0.03822119338853323,-0.05062736908237856,-0.015250209147143508,0.00474431012458737,0.005600454047635513,-0.00039831838722209726,0.008828491049854949,0.021239246125678204,-0.04924992552860236,0.036049441255553476,0.014848406132423442,-0.03362598328702719,-0.016606581232091164,-0.02766091133604204,-0.01200499080276945,-0.04952510192509102,0.038214669168907645,0.0,0.0004831910226499524,-0.00042199598280461036,0.013106167480283948,-0.020292632853213012,-0.0024445258154631856,-0.0076433089940040645,-0.03040015286445557,0.00224466802115115,0.0023287182096285055
2021-01-14,0.0103050652081559,-0.002399389359693063,0.030271756670229848,0.013431961516559949,0.0020783913012226065,0.005562159966515711,0.014765185482496475,-0.0035479671272120555,0.030964017137941294,0.006497400788693242,0.03596877606215778,0.04086753324593789,0.029266901054326944,-0.016056251060098458,0.04671784009137385,0.010239434623389498,-0.0187965436916452,0.03178594789149353,0.0019305295690745126,0.03973489213727189,0.006607029930572218,-0.0056828554274686895,-0.014794208755266602,-0.005985462199731154,0.016287393837248205,-0.003593774393279878,-0.004551429809332503
2021-01-15,-0.01924931184963561,-0.031456117195763716,-0.028025324170268304,-0.021237979031058053,-0.02098147591263166,-0.0015860087511034495,-0.022911898204063808,-0.0357008701676451,-0.08451026552333456,-0.01662256630569922,0.006441967603073375,-0.060985467813696015,-0.038471913549172954,0.01640221503188415,-0.006939994204954675,-0.046213227161494466,-0.04886711938633299,0.0057771883122314524,0.022408520758925087,-0.044531778178777494,0.0009402325273678717,0.024668076640628072,-0.004623774284143984,-0.02782764450832002,-0.04442855905688581,0.005385655513973546,-0.04215817141714486
2021-01-18,0.016786228159555616,-0.010245160689582103,0.0033600618321232467,-0.010274139741489685,0.03584155154803105,-0.014791432693209702,-0.016495155437859264,0.009532028131909724,0.019597236441142384,0.0005984577592742182,-0.021636568648629798,0.014087233841178907,-0.005114938300826936,0.013751028282018003,0.001160048481364973,-0.0017795360468777655,-0.019576506412005784,0.03472022839946114,-0.01376710797064363,-0.00028259254562145895,-0.018018547759452965,0.03439751847231354,0.026386732667154446,-0.016448864734572573,0.008091181783194398,-0.012612654661954045,0.06786219394094205
